1 	 0.00000094 	 0.21548466 	 -9056958369496043472922281547711442321408.00000000 	 228510.59258902 	 1.00000438 	 -0.00000000
2 	 0.00001271 	 0.09662361 	 353944992444589309432563851229283826452491097698567684400281522905263344257727170219977079127283378045192499630920002814196352798810148186916600021652805727802854856799226149300589481451296089698984990468660181439365581667041280.00000000 	 14213.25468656 	 1.86992498 	 0.00000000
4 	 0.00001317 	 0.04792423 	 -0.00000000 	 14054.72958617 	 3.86119010 	 -86428857434771191805532813096840385103915817639335352278923634750627631173595118636025700971927224751229054747528663162294476875758715719131270150016570259263761756141110152866623855313986814852602793493642788513885874784315585986356049652380340088589586637684981650284573859719938048.00000000
8 	 0.02542845 	 0.02432644 	 -218472361100589760348178449630079461420624287187387264684827721126380893549200680338758188627753146069448031823308790241162181878740481240781523364407972773754334424394272554783114385486620110166991793208854315008.00000000 	 7.59324432 	 7.93722558 	 -0.00000000
16 	 0.02409126 	 0.02819341 	 -0.00000000 	 8.01515574 	 6.84894933 	 -33255165318576113963695287889887925888022891222832832416993692040773268621029253200075949408148833400675594104662742152175057842995200.00000000
32 	 0.05797258 	 0.01133618 	 0.00000000 	 3.32807171 	 17.01956532 	 105917571743109863725405167715950581876202638665777345904956931985888849690624.00000000
64 	 0.12455829 	 0.00304008 	 -0.00000000 	 1.55227917 	 63.60007128 	 -132305092600250687940966533298411815656865093269161874525999072229327360918657660127445420111420764340269898183119660916213082468399199347542158679497874431498083877301928274932363570529700992926533465905214206084273668096.00000000
128 	 0.06713570 	 0.00150910 	 1078585319516422053308795180425836644761451017844868249556350926848.00000000 	 2.89774932 	 128.91261896 	 0.00000000
4 	 0.00003512 	 0.04740182 	 -3303508713920649341055097769457144706691786649448314666393759904505420399233752569303604310238780880060668752558581852127592626598349868829176605148073051951650664445088255708654120298697533351405352082617063495941839293281028961363140687985664908331364736987801109659648.00000000 	 5269.99913976 	 3.90431804 	 -0.00000000
